Percent_Thrombolysis_(median),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Baseline_good_outcomes_per_1000_patients_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),Onset_to_puncture_(mean),stroke_team,scenario
25.362319,21.727053,28.043478,25.176329,2.044361,0.400687,311.594203,284.903382,343.236715,313.647343,18.001722,3.528273,16.908213,7.246377,29.10628,18.043478,6.904499,1.353257,147.068554,,91,benchmark
21.014493,18.103865,24.154589,20.997585,1.859713,0.364497,315.217391,275.362319,347.826087,315.169082,22.264085,4.36368,14.492754,7.246377,26.570048,15.458937,6.005619,1.17708,145.658445,,91,onset
25.362319,22.173913,28.043478,25.23913,1.815208,0.355774,312.801932,287.318841,347.94686,316.062802,19.72326,3.865688,19.323671,9.661836,26.690821,18.140097,5.625552,1.102588,146.964859,,91,onset_benchmark
20.410628,18.345411,23.683575,20.756039,1.79915,0.352627,316.425121,282.608696,348.067633,314.444444,20.861727,4.088823,14.492754,7.246377,24.275362,16.111111,5.836968,1.144025,142.698639,,91,speed
25.120773,21.968599,28.514493,25.014493,1.980956,0.38826,316.425121,282.487923,350.362319,316.545894,20.805137,4.077732,18.115942,7.246377,29.10628,18.091787,6.989671,1.36995,142.654188,,91,speed_benchmark
20.772947,17.874396,24.637681,20.905797,2.023941,0.396685,314.009662,284.782609,345.652174,314.710145,19.205265,3.764163,14.492754,7.125604,24.154589,15.434783,5.619263,1.101355,141.84267,,91,speed_onset
25.362319,21.980676,28.514493,25.301932,2.043069,0.400434,310.386473,280.193237,355.072464,314.589372,21.651172,4.243552,16.908213,9.541063,31.400966,18.091787,6.643854,1.302171,142.838097,,91,speed_onset_benchmark
25.867052,22.543353,30.072254,25.936416,2.37323,0.465144,336.705202,303.468208,375.722543,338.815029,21.751994,4.263313,18.786127,8.526012,31.791908,19.421965,7.314855,1.433685,164.846303,,92,base
30.202312,26.286127,33.540462,30.017341,2.335384,0.457727,336.705202,303.468208,369.942197,337.283237,20.582656,4.034126,20.231214,11.560694,37.572254,22.312139,8.019169,1.571728,164.990699,,92,benchmark
26.589595,22.803468,29.219653,26.222543,2.146303,0.420668,343.930636,297.687861,381.50289,339.33526,24.292657,4.761273,18.786127,8.67052,34.682081,19.508671,7.830668,1.534783,164.960442,,92,onset
29.913295,26.300578,33.526012,29.947977,2.337103,0.458064,346.820809,309.104046,390.317919,346.878613,22.417243,4.393699,20.231214,8.67052,34.82659,20.520231,8.128065,1.593072,164.512954,,92,onset_benchmark
26.878613,23.988439,31.50289,27.445087,2.119827,0.415478,338.150289,297.687861,381.50289,340.895954,25.53317,5.004409,23.121387,11.560694,37.572254,23.092486,8.660735,1.697473,149.987952,,92,speed
31.647399,27.442197,36.127168,31.641618,2.66745,0.522811,343.930636,309.104046,381.50289,344.710983,20.812391,4.079154,23.121387,11.560694,40.462428,23.815029,9.001113,1.764186,150.147124,,92,speed_benchmark
26.878613,23.395954,31.242775,27.182081,2.501235,0.490233,338.150289,303.468208,384.393064,341.416185,24.11333,4.726126,20.231214,8.67052,31.791908,20.433526,7.465278,1.463168,151.770047,,92,speed_onset
31.791908,28.00578,35.260116,31.690751,2.237729,0.438587,341.040462,311.99422,372.83237,341.936416,19.912558,3.90279,23.121387,14.450867,37.572254,24.682081,8.09603,1.586793,150.472847,,92,speed_onset_benchmark
12.661871,10.640288,14.553957,12.697842,1.215303,0.238195,346.043165,319.280576,368.345324,345.625899,16.368771,3.20822,10.071942,4.316547,14.460432,9.539568,3.563714,0.698475,159.21699,,93,base
14.676259,12.791367,16.834532,14.722302,1.137166,0.22288,343.884892,322.230216,371.223022,344.618705,16.715406,3.276159,10.071942,4.316547,17.338129,10.28777,3.828064,0.750287,159.666619,,93,benchmark
17.122302,14.676259,18.856115,17.061871,1.301195,0.25503,349.640288,326.546763,368.345324,349.23741,13.858535,2.716223,11.510791,5.755396,18.705036,12.0,3.886856,0.76181,159.153275,,93,onset
20.0,17.834532,22.309353,19.939568,1.377696,0.270023,348.201439,322.230216,375.539568,348.532374,16.480254,3.23007,14.388489,8.561151,20.143885,13.985612,3.902213,0.76482,159.087081,,93,onset_benchmark
13.093525,11.215827,15.402878,13.238849,1.32134,0.258978,350.359712,322.302158,374.100719,349.956835,16.568492,3.247365,10.071942,4.316547,15.899281,9.956835,3.802329,0.745243,145.838042,,93,speed
14.820144,13.366906,16.690647,14.955396,1.153768,0.226134,345.323741,323.741007,368.345324,345.81295,14.690843,2.879352,11.510791,5.755396,18.705036,12.115108,3.826998,0.750078,146.680291,,93,speed_benchmark
17.266187,14.956835,19.582734,17.284892,1.456566,0.285482,346.76259,322.230216,374.172662,346.431655,15.389706,3.016327,14.388489,7.194245,21.654676,14.043165,4.309856,0.844716,144.161465,,93,speed_onset
20.143885,17.841727,22.316547,20.247482,1.37525,0.269544,351.079137,325.179856,371.366906,349.741007,14.553598,2.852453,15.827338,8.561151,23.021583,15.539568,4.632029,0.907861,145.478216,,93,speed_onset_benchmark
15.365239,12.329975,17.632242,15.163728,1.539901,0.301815,367.758186,335.012594,405.541562,369.143577,22.218503,4.354747,10.075567,4.911839,20.151134,11.335013,5.482496,1.074549,166.716148,,94,base
17.758186,14.609572,20.403023,17.743073,1.707014,0.334569,367.758186,335.012594,405.667506,367.858942,23.348044,4.576133,12.594458,5.037783,22.670025,13.602015,5.839124,1.144447,163.625192,,94,benchmark
22.292191,18.891688,25.188917,22.269521,2.057008,0.403166,367.758186,324.811083,403.274559,366.952141,23.834217,4.671421,17.632242,7.556675,30.2267,17.178841,6.35805,1.246155,166.267971,,94,onset
25.188917,21.146096,28.224181,25.098237,2.292869,0.449394,365.239295,317.254408,403.274559,363.224181,24.481845,4.798353,20.151134,10.075567,32.745592,20.70529,7.633295,1.496098,164.980209,,94,onset_benchmark
15.617128,12.581864,18.400504,15.624685,1.832716,0.359206,365.239295,329.722922,413.098237,368.035264,24.539095,4.809574,12.594458,5.037783,22.670025,13.350126,5.094709,0.998545,148.577975,,94,speed
17.632242,14.345088,21.662469,17.649874,2.070721,0.405854,367.758186,337.405542,405.667506,369.118388,21.731588,4.259313,15.11335,4.911839,25.188917,14.735516,6.458014,1.265747,148.830578,,94,speed_benchmark
22.921914,19.634761,26.196474,22.639798,2.007555,0.393474,372.79597,332.367758,413.350126,372.518892,24.376631,4.777732,20.151134,10.075567,30.2267,19.521411,5.302742,1.039318,150.196243,,94,speed_onset
25.692695,22.670025,29.231738,25.949622,2.016379,0.395203,365.239295,327.455919,408.186398,368.211587,24.267238,4.756291,20.151134,10.075567,37.783375,22.443325,7.933953,1.555026,149.073095,,94,speed_onset_benchmark
10.077519,7.751938,12.661499,10.219638,1.592184,0.312062,335.917313,302.325581,369.509044,335.581395,20.991239,4.114207,5.167959,0.0,12.919897,6.692506,3.957247,0.775606,169.554009,,95,base
12.5323,10.077519,15.516796,12.607235,1.704269,0.334031,333.333333,299.612403,374.677003,335.03876,23.402444,4.586795,7.751938,2.583979,18.087855,8.837209,4.997853,0.979561,169.356846,,95,benchmark
17.700258,15.245478,21.705426,18.031008,2.037469,0.399337,326.873385,291.989664,359.431525,327.700258,21.58909,4.231384,12.919897,5.167959,25.839793,14.108527,6.397474,1.253882,170.355436,,95,onset
22.609819,19.896641,25.839793,22.633075,1.852842,0.36315,335.917313,294.444444,367.183463,334.883721,22.962505,4.500568,12.919897,5.167959,25.839793,14.573643,6.356226,1.245797,170.07712,,95,onset_benchmark
9.560724,8.255814,12.157623,10.010336,1.478063,0.289695,335.917313,297.028424,364.341085,333.049096,20.099129,3.939357,7.751938,2.45478,18.087855,8.062016,4.958564,0.971861,156.503482,,95,speed
12.403101,10.064599,14.98708,12.540052,1.545794,0.30297,335.917313,294.573643,372.222222,334.444444,24.448364,4.791791,7.751938,2.583979,18.087855,9.173127,5.427351,1.063741,156.111398,,95,speed_benchmark
17.571059,14.715762,20.413437,17.622739,1.735525,0.340157,334.625323,297.157623,369.638243,335.219638,22.90326,4.488957,12.919897,5.167959,20.671835,12.635659,5.408928,1.06013,156.551143,,95,speed_onset
22.351421,19.366925,25.594315,22.348837,1.993267,0.390673,333.333333,294.444444,369.638243,333.72093,22.96948,4.501935,18.087855,5.167959,31.007752,18.268734,7.320169,1.434727,157.922297,,95,speed_onset_benchmark
14.596273,11.785714,17.080745,14.658385,1.738951,0.340828,319.875776,285.559006,363.354037,322.57764,23.989512,4.701858,9.31677,3.10559,21.73913,10.062112,5.807847,1.138317,181.486579,,96,base
22.670807,19.223602,26.118012,22.636646,2.27696,0.446276,321.428571,282.608696,366.614907,321.863354,23.521445,4.610118,15.52795,6.21118,27.950311,15.869565,7.197748,1.410733,181.443558,,96,benchmark
15.838509,12.732919,18.959627,15.78882,1.938043,0.37985,326.086957,291.614907,357.298137,324.192547,20.203316,3.959777,9.31677,3.10559,21.73913,10.807453,5.729487,1.122959,180.357471,,96,onset
24.068323,20.791925,28.881988,24.552795,2.568843,0.503484,319.875776,288.664596,360.403727,321.086957,23.348406,4.576203,15.52795,6.21118,27.950311,16.770186,6.650502,1.303475,181.612081,,96,onset_benchmark
14.596273,11.490683,18.02795,14.829193,2.023454,0.39659,326.086957,291.770186,372.670807,325.838509,24.296287,4.761985,9.31677,3.10559,21.73913,10.559006,6.068375,1.18938,177.86936,,96,speed
22.360248,19.223602,26.102484,22.531056,2.183248,0.427909,326.086957,288.664596,366.925466,326.89441,24.050208,4.713754,15.52795,6.21118,31.055901,16.832298,7.44112,1.458433,176.453795,,96,speed_benchmark
15.52795,12.717391,18.959627,15.692547,2.008027,0.393566,326.086957,295.031056,363.354037,325.838509,23.455747,4.597242,9.31677,3.10559,21.73913,10.993789,5.573307,1.092348,177.283745,,96,speed_onset
23.913043,21.102484,27.34472,24.080745,2.034998,0.398852,324.534161,291.614907,369.565217,324.689441,24.085646,4.7207,17.080745,6.21118,28.10559,17.298137,7.161926,1.403712,176.972159,,96,speed_onset_benchmark
14.163823,12.107509,16.05802,14.102389,1.271596,0.249228,337.883959,312.286689,370.307167,340.017065,19.054201,3.734555,8.532423,3.412969,17.064846,9.488055,4.139853,0.811396,165.674253,,97,base
20.477816,17.909556,22.713311,20.510239,1.50022,0.294038,337.883959,300.255973,370.392491,337.78157,19.776044,3.876033,15.358362,8.447099,22.1843,15.204778,4.741169,0.929252,165.324657,,97,benchmark
15.187713,12.457338,17.073379,14.977816,1.490218,0.292077,332.764505,310.580205,363.566553,334.539249,17.493698,3.428702,10.238908,3.412969,18.771331,10.716724,4.765829,0.934085,167.757335,,97,onset
22.098976,19.283276,24.769625,22.122867,1.754004,0.343779,337.030717,308.788396,365.187713,338.071672,17.732476,3.475501,15.358362,10.153584,25.59727,16.467577,5.238023,1.026634,166.615099,,97,onset_benchmark
13.822526,11.93686,15.537543,13.883959,1.107396,0.217046,331.911263,300.341297,368.686007,333.037543,21.161244,4.147528,10.238908,3.412969,17.064846,10.665529,4.279979,0.838861,160.078857,,97,speed
20.477816,17.21843,23.037543,20.390785,1.598341,0.313269,336.177474,308.788396,361.945392,336.706485,16.878869,3.308198,15.358362,6.825939,23.976109,15.665529,5.055158,0.990793,161.236956,,97,speed_benchmark
15.358362,13.481229,17.576792,15.409556,1.248952,0.24479,337.883959,312.201365,366.894198,338.34471,18.484498,3.622895,11.945392,6.825939,18.856655,12.320819,4.274512,0.837789,161.355408,,97,speed_onset
22.525597,20.307167,24.923208,22.614334,1.614816,0.316498,337.030717,300.341297,375.511945,335.392491,22.651313,4.439576,18.771331,10.153584,27.303754,17.491468,5.53828,1.085483,162.719448,,97,speed_onset_benchmark
12.645914,10.700389,14.785992,12.729572,1.272993,0.249502,348.249027,318.968872,377.723735,347.529183,19.997274,3.919394,7.782101,3.793774,15.564202,8.735409,3.866358,0.757792,165.673077,,98,base
16.536965,14.007782,19.075875,16.548638,1.622525,0.318009,348.249027,314.980545,381.420233,348.929961,21.776009,4.268019,11.673152,5.7393,19.455253,11.88716,4.406171,0.863594,167.572811,,98,benchmark
16.050584,13.608949,18.48249,15.918288,1.514685,0.296873,348.249027,315.175097,383.268482,347.568093,20.459808,4.010049,11.673152,5.7393,19.455253,11.653696,4.573082,0.896308,166.172268,,98,onset
20.914397,18.27821,23.968872,20.951362,1.888828,0.370204,348.249027,318.871595,377.529183,347.315175,21.150957,4.145511,15.564202,7.782101,23.44358,15.894942,4.877001,0.955875,166.611117,,98,onset_benchmark
13.229572,10.690661,15.758755,13.161479,1.484858,0.291027,343.385214,309.241245,381.614786,342.354086,23.070292,4.521694,11.673152,3.891051,19.455253,11.206226,4.561572,0.894052,154.953372,,98,speed
17.509728,14.59144,19.873541,17.319066,1.636406,0.32073,346.303502,317.023346,375.486381,345.642023,17.902122,3.508751,13.618677,5.836576,23.346304,14.007782,5.015708,0.983061,154.00618,,98,speed_benchmark
16.731518,14.776265,19.659533,17.011673,1.56727,0.307179,345.330739,309.338521,385.311284,346.692607,23.152255,4.537759,13.618677,7.782101,21.400778,14.085603,4.718134,0.924737,154.132928,,98,speed_onset
21.984436,18.48249,24.124514,21.79572,1.723231,0.337747,348.249027,317.120623,375.680934,347.159533,17.333768,3.397356,17.509728,9.533074,27.237354,16.984436,5.759789,1.128898,153.873859,,98,speed_onset_benchmark
11.861862,10.045045,13.963964,11.855856,1.252965,0.245577,350.600601,328.828829,381.456456,352.717718,15.703126,3.077756,9.009009,3.003003,15.015015,8.648649,3.481464,0.682354,169.862344,,99,base
15.765766,13.963964,18.325826,15.828829,1.274635,0.249824,351.351351,324.024024,378.453453,351.696697,18.532477,3.632299,12.012012,4.504505,18.018018,11.426426,3.980588,0.780181,168.87849,,99,benchmark
14.564565,12.912913,16.831832,14.750751,1.266019,0.248135,352.852853,324.249249,379.954955,354.099099,17.454425,3.421005,10.510511,3.003003,16.516517,10.165165,4.070871,0.797876,168.793527,,99,onset
19.66967,17.71021,22.07958,19.773273,1.362628,0.26707,350.600601,322.822823,380.03003,351.261261,17.476285,3.425289,15.015015,9.009009,19.594595,14.714715,3.775681,0.74002,169.764658,,99,onset_benchmark
12.762763,10.503003,15.015015,12.75976,1.320235,0.258761,354.354354,319.744745,375.45045,351.486486,17.061248,3.343943,10.510511,4.429429,18.018018,11.051051,4.292331,0.841281,151.88103,,99,speed
17.567568,14.414414,20.12012,17.402402,1.666203,0.32657,350.600601,319.81982,376.876877,349.249249,16.359275,3.206359,15.015015,8.933934,21.021021,14.399399,4.316535,0.846025,151.440164,,99,speed_benchmark
15.915916,14.114114,17.725225,15.906907,1.308251,0.256413,351.351351,331.756757,376.876877,352.177177,15.03983,2.947753,12.012012,7.507508,19.51952,12.717718,3.97807,0.779687,151.316072,,99,speed_onset
21.321321,19.204204,24.181682,21.472973,1.51351,0.296643,348.348348,318.243243,375.375375,348.978979,17.060027,3.343704,16.516517,10.510511,28.528529,18.048048,5.144033,1.008212,152.438594,,99,speed_onset_benchmark
17.081851,13.505338,20.302491,17.160142,2.195246,0.43026,309.608541,274.021352,352.669039,310.462633,24.520883,4.806005,10.676157,0.0,21.352313,10.711744,6.28707,1.232243,171.343434,,100,base
24.199288,20.231317,28.487544,24.021352,2.626584,0.514801,313.16726,273.843416,341.814947,311.174377,22.920253,4.492287,14.234875,7.117438,28.469751,15.124555,6.960692,1.364271,172.57298,,100,benchmark
17.081851,13.879004,21.352313,17.501779,2.371066,0.46472,313.16726,273.843416,359.430605,315.302491,25.542369,5.006212,10.676157,3.558719,21.352313,10.427046,6.403197,1.255004,172.791317,,100,onset
23.843416,20.978648,28.149466,24.192171,2.302416,0.451265,309.608541,277.224199,359.430605,313.772242,24.800662,4.860841,14.234875,3.558719,28.469751,15.622776,6.765349,1.325984,175.394667,,100,onset_benchmark
18.149466,14.234875,21.708185,17.80427,2.176445,0.426575,313.16726,277.580071,359.430605,314.483986,26.499334,5.193774,10.676157,3.558719,21.352313,12.206406,6.44303,1.262811,159.460931,,100,speed
25.088968,20.960854,29.55516,25.071174,2.562425,0.502226,316.725979,270.284698,366.548043,315.516014,29.425264,5.767246,17.793594,6.939502,32.02847,17.935943,8.627359,1.690931,159.681648,,100,speed_benchmark
18.149466,14.234875,22.064057,18.007117,2.138225,0.419084,313.16726,270.284698,355.871886,314.30605,27.021468,5.29611,14.234875,3.558719,24.911032,13.238434,7.331341,1.436916,160.34158,,100,speed_onset
25.088968,21.352313,28.825623,24.975089,2.424946,0.475281,314.946619,277.224199,359.608541,316.405694,25.602873,5.018071,17.793594,7.117438,28.647687,17.758007,7.629165,1.495289,159.80437,,100,speed_onset_benchmark
7.366071,5.357143,9.609375,7.435268,1.261373,0.247225,348.214286,314.620536,381.808036,348.392857,21.458519,4.205792,4.464286,0.0,11.160714,5.736607,3.536522,0.693146,171.46842,,101,base
12.053571,9.821429,14.285714,12.089286,1.322922,0.259288,348.214286,319.196429,381.696429,350.089286,18.561158,3.63792,7.8125,2.232143,15.625,8.370536,4.557723,0.893297,169.243122,,101,benchmark
11.049107,8.705357,13.191964,11.058036,1.39863,0.274126,348.214286,319.084821,379.464286,349.21875,20.444085,4.006967,6.696429,2.232143,15.625,8.035714,4.430336,0.86833,170.682282,,101,onset
18.080357,15.837054,20.982143,18.091518,1.50871,0.295702,343.75,305.803571,370.647321,342.455357,19.627222,3.846865,13.392857,4.464286,22.321429,12.946429,5.337189,1.04607,171.649948,,101,onset_benchmark
7.8125,5.569196,9.386161,7.680804,1.195578,0.234329,348.214286,316.852679,377.34375,346.339286,20.609203,4.03933,4.464286,0.0,13.392857,5.870536,3.598593,0.705311,160.992507,,101,speed
12.5,10.491071,14.743304,12.591518,1.349056,0.26441,347.098214,314.732143,381.696429,347.790179,19.187709,3.760722,8.928571,2.232143,17.857143,9.866071,4.443721,0.870953,161.319983,,101,speed_benchmark
11.830357,9.140625,14.0625,11.720982,1.482163,0.290499,345.982143,319.084821,379.799107,346.361607,19.183407,3.759879,8.928571,2.232143,15.625,8.571429,4.034607,0.790768,162.279888,,101,speed_onset
19.196429,16.272321,22.098214,19.129464,1.894435,0.371302,347.098214,312.388393,377.455357,346.160714,22.978426,4.503689,15.625,6.696429,24.553571,15.267857,5.583468,1.09434,160.874267,,101,speed_onset_benchmark
13.076923,7.692308,17.769231,13.053846,3.112566,0.610052,330.769231,269.230769,392.307692,328.230769,38.001208,7.4481,7.692308,0.0,23.076923,8.384615,7.503112,1.470583,159.552092,,102,base
25.384615,20.0,31.576923,25.4,3.455671,0.677299,334.615385,276.923077,392.307692,335.153846,37.720206,7.393025,15.384615,0.0,38.846154,18.384615,12.651331,2.479615,160.226085,,102,benchmark
13.846154,9.230769,18.461538,13.638462,2.906827,0.569728,338.461538,269.230769,415.384615,339.384615,40.071659,7.853901,7.692308,0.0,23.076923,7.923077,7.371313,1.444751,160.632909,,102,onset
25.384615,19.230769,31.576923,25.361538,3.439158,0.674062,330.769231,276.923077,400.384615,334.230769,38.069093,7.461405,15.384615,0.0,46.153846,18.846154,13.496181,2.645203,162.065633,,102,onset_benchmark
13.076923,8.461538,18.5,13.246154,3.20551,0.628269,334.615385,276.923077,400.384615,337.153846,39.557879,7.753202,7.692308,0.0,30.769231,9.769231,8.93966,1.752141,154.631125,,102,speed
26.153846,21.538462,32.346154,26.192308,3.39353,0.66512,338.461538,284.230769,392.692308,335.538462,36.960289,7.244084,23.076923,0.0,46.153846,21.846154,11.962926,2.34469,155.13099,,102,speed_benchmark
12.307692,8.423077,16.923077,12.615385,2.966149,0.581355,330.769231,269.230769,400.0,335.153846,41.36305,8.107009,7.692308,0.0,23.461538,8.384615,8.888702,1.742154,155.424765,,102,speed_onset
26.153846,20.730769,32.346154,26.123077,3.741258,0.733273,338.461538,276.538462,385.384615,335.0,37.179487,7.287046,23.076923,0.0,46.153846,21.0,12.649441,2.479245,157.9122,,102,speed_onset_benchmark
11.074919,8.452769,13.355049,11.009772,1.587004,0.311047,335.504886,279.967427,371.335505,332.86645,26.18457,5.132081,6.514658,0.0,13.029316,5.667752,4.182706,0.819795,173.441246,,103,base
21.824104,18.566775,26.710098,22.29316,2.390645,0.468558,332.247557,296.091205,374.7557,334.201954,27.526674,5.395129,13.029316,3.257329,29.315961,13.680782,7.493931,1.468783,174.990451,,103,benchmark
11.074919,8.469055,14.332248,11.260586,1.81936,0.356588,337.13355,292.996743,368.078176,333.583062,25.661164,5.029496,6.514658,0.0,16.286645,7.003257,4.707245,0.922603,175.455346,,103,onset
22.47557,18.859935,27.035831,22.697068,2.444972,0.479206,330.618893,292.996743,374.7557,329.543974,26.652557,5.223805,13.029316,3.257329,26.058632,14.918567,6.807173,1.334181,175.679102,,103,onset_benchmark
10.586319,8.143322,13.697068,10.67101,1.759993,0.344952,333.876221,296.416938,371.335505,334.006515,24.014252,4.706707,6.514658,3.094463,16.286645,7.263844,4.388642,0.860158,167.827789,,103,speed
22.149837,17.589577,25.407166,21.899023,2.289678,0.448769,332.247557,296.416938,371.335505,332.37785,24.72451,4.845915,16.286645,6.351792,26.058632,15.34202,7.353826,1.441323,167.364873,,103,speed_benchmark
10.423453,7.491857,13.045603,10.397394,1.777902,0.348462,338.762215,299.348534,371.498371,334.104235,24.05365,4.714429,6.514658,0.0,16.286645,6.612378,4.843695,0.949347,169.786435,,103,speed_onset
22.312704,18.550489,26.710098,22.390879,2.361462,0.462838,335.504886,292.996743,378.013029,336.482085,23.799428,4.664602,13.029316,6.514658,26.058632,15.179153,6.501813,1.274332,169.014582,,103,speed_onset_benchmark
14.97006,12.57485,17.764471,14.984032,1.61989,0.317493,328.343313,301.197605,359.481038,329.441118,19.563748,3.834424,11.976048,3.992016,19.96008,11.616766,5.422906,1.06287,152.182188,,104,base
18.163673,15.568862,20.608782,18.245509,1.731988,0.339463,330.339321,303.293413,357.285429,329.92016,17.695015,3.468159,11.976048,5.988024,22.055888,12.954092,5.386533,1.055741,152.311361,,104,benchmark
17.365269,15.159681,20.369261,17.481038,1.710734,0.335298,329.341317,299.401198,357.38523,329.001996,17.1282,3.357065,13.972056,5.988024,21.956088,13.273453,5.40056,1.05849,153.722553,,104,onset
21.556886,18.552894,24.570858,21.532934,1.787825,0.350407,328.343313,297.40519,355.688623,328.902196,20.291171,3.976996,13.972056,5.988024,25.948104,15.209581,5.756948,1.128341,152.633132,,104,onset_benchmark
15.968064,13.173653,17.984032,15.732535,1.49243,0.292511,331.337325,299.101796,355.389222,329.620758,17.971956,3.522439,11.976048,5.888224,21.956088,12.315369,5.011587,0.982253,141.564934,,104,speed
18.762475,15.958084,20.968064,18.756487,1.682812,0.329825,333.333333,301.297405,359.680639,333.313373,19.359282,3.79435,13.972056,5.988024,22.055888,14.271457,5.272361,1.033364,141.240575,,104,speed_benchmark
18.463074,14.96008,20.958084,18.169661,1.801542,0.353096,327.345309,301.097804,359.381238,330.0,20.168781,3.953008,13.972056,5.988024,23.952096,14.151697,5.457783,1.069706,142.048804,,104,speed_onset
22.255489,19.740519,24.99002,22.199601,1.769794,0.346873,330.339321,293.313373,359.481038,327.724551,20.868258,4.090103,17.964072,9.88024,25.948104,16.886228,5.102031,0.99998,140.747488,,104,speed_onset_benchmark
9.868421,5.263158,13.190789,9.657895,2.58444,0.506541,328.947368,269.736842,394.736842,329.407895,38.534991,7.552719,6.578947,0.0,19.736842,6.973684,6.731355,1.319321,177.124682,,105,base
14.473684,10.493421,17.796053,14.322368,2.432773,0.476815,328.947368,276.315789,381.578947,332.368421,32.654358,6.400137,6.578947,0.0,26.315789,9.539474,8.383286,1.643094,177.611531,,105,benchmark
18.421053,13.782895,23.059211,18.342105,3.076264,0.602937,328.947368,276.315789,394.736842,330.263158,34.699306,6.800939,13.157895,0.0,26.644737,12.434211,9.577038,1.877065,178.774567,,105,onset
26.973684,21.710526,32.269737,27.190789,3.094367,0.606485,335.526316,275.986842,375.328947,333.618421,33.0379,6.475309,19.736842,6.25,32.894737,18.684211,10.442918,2.046774,178.840198,,105,onset_benchmark
9.868421,5.263158,13.815789,9.901316,2.45517,0.481204,322.368421,289.473684,381.907895,329.736842,31.920447,6.256293,6.578947,0.0,19.736842,6.776316,6.373383,1.24916,161.352274,,105,speed
14.473684,9.210526,18.453947,14.473684,2.718205,0.532758,328.947368,275.986842,388.157895,329.736842,34.373716,6.737125,13.157895,0.0,26.315789,11.184211,8.544705,1.674731,163.692119,,105,speed_benchmark
18.421053,13.157895,23.059211,18.315789,2.987495,0.585538,335.526316,269.736842,381.907895,332.828947,35.399025,6.938081,13.157895,0.0,26.315789,13.75,10.11866,1.983221,162.595146,,105,speed_onset
26.973684,21.052632,31.677632,26.697368,3.375639,0.661613,332.236842,276.315789,395.065789,334.539474,38.683557,7.581838,19.736842,6.25,39.473684,19.802632,12.493003,2.448584,163.469565,,105,speed_onset_benchmark
19.827586,16.736453,22.918719,19.817734,1.997445,0.391492,352.216749,319.950739,389.162562,353.448276,21.754514,4.263806,14.778325,7.389163,24.753695,15.394089,5.81997,1.140693,189.028489,,106,base
18.719212,15.012315,21.182266,18.366995,1.924584,0.377212,354.679803,315.147783,389.285714,355.049261,23.537406,4.613247,12.315271,2.463054,22.167488,11.970443,5.568636,1.091433,188.477616,,106,benchmark
21.428571,18.472906,25.369458,21.5,2.080654,0.407801,352.216749,315.147783,391.748768,351.724138,22.388914,4.388146,14.778325,4.926108,22.29064,14.605911,5.723139,1.121715,189.470765,,106,onset
20.935961,18.214286,24.150246,20.832512,1.902463,0.372876,350.985222,312.684729,384.236453,351.034483,20.880582,4.092519,14.778325,4.926108,22.29064,13.793103,5.94111,1.164436,189.673613,,106,onset_benchmark
21.059113,18.226601,24.642857,21.214286,1.937089,0.379662,349.753695,307.758621,384.236453,348.64532,21.638361,4.241041,17.241379,7.389163,24.753695,16.206897,5.901578,1.156688,174.480453,,106,speed
19.704433,16.736453,23.64532,19.79064,1.962458,0.384635,352.216749,320.197044,386.699507,353.596059,20.602393,4.037995,14.778325,4.926108,24.630542,14.55665,5.710705,1.119278,174.166167,,106,speed_benchmark
23.891626,20.652709,27.105911,23.662562,1.994632,0.390941,350.985222,310.344828,389.162562,351.083744,23.270454,4.560925,19.704433,7.389163,29.679803,19.039409,6.677833,1.308831,173.266084,,106,speed_onset
22.783251,19.211823,25.665025,22.704433,2.020918,0.396093,346.059113,315.270936,386.699507,347.192118,19.359067,3.794307,17.241379,9.729064,27.216749,17.241379,6.445717,1.263337,173.924305,,106,speed_onset_benchmark
8.764045,6.730337,11.235955,8.885393,1.369493,0.268416,312.359551,285.393258,348.651685,315.033708,19.902335,3.900786,6.741573,2.134831,13.483146,6.651685,3.949749,0.774137,158.330494,,107,base
9.88764,7.404494,12.146067,9.867416,1.444069,0.283032,315.730337,283.033708,343.820225,315.325843,18.563484,3.638376,6.741573,2.247191,15.842697,8.202247,4.566162,0.894951,158.11881,,107,benchmark
25.393258,21.797753,27.88764,25.146067,1.878371,0.368154,312.359551,285.280899,343.820225,311.730337,18.577768,3.641176,20.224719,11.235955,29.213483,20.134831,5.906084,1.157571,158.425485,,107,onset
28.539326,25.157303,31.910112,28.296629,1.94722,0.381648,322.47191,289.662921,355.05618,319.842697,19.645302,3.850409,20.224719,11.235955,33.707865,21.932584,6.85874,1.344288,158.502716,,107,onset_benchmark
